folder,frame,caption
L01_V002,081.jpg,a sence in a yellow uniform is talking to a group of people. there are many people in a factory with a lot of monitors
L01_V002,082.jpg,a sence in a store with a large poster of a diagram. there are a lot of diagrams on the table with a pair of scissors
L01_V002,083.jpg,a sence in a yellow suit and tie is standing in a group of men. there are many people standing in a room together in suits
L01_V002,084.jpg,a sence in a red circle with a black background. there are a lot of dots on the screen in the dark
L01_V002,085.jpg,a sence iniciacion de la gita y tep theeo. there are a lot of red and white logos on this red background
L01_V002,086.jpg,a sence in a red helmet is pulling a rope. there are two people in life jackets and life jackets on a rope
L01_V002,087.jpg,a sence in a red jacket is standing on a rock near a waterfall. there are people on a rope that is hanging over a waterfall
L01_V002,088.jpg,a sence in a city with a lot of people on motorcycles. there are many people riding motorcycles on the street in front of a store
L01_V002,089.jpg,a sence in a news program on the street with people on motorcycles. there are people standing outside of a building with motorcycles
L01_V002,090.jpg,a sence iniciacion de la radio gjav. there are a lot of red and white logos on this red background
L01_V002,091.jpg,"a sence in a blue dress is holding a red book. there are a lot of news in this picture, and there is a woman holding a book"
L01_V002,092.jpg,a sence in a news program with a man and a woman. there are four pictures of a man with a beard and a woman with a mustache
L01_V002,093.jpg,a sence in a news program shows a series of photos of people. there are many pictures of people on a news program
L01_V002,094.jpg,a sence in a news program shows a series of photos of people. there are many pictures of people that are on the wall
L01_V002,095.jpg,a sence in a news program shows a group of people in suits. there are many pictures of people in a group of different suits
L01_V002,096.jpg,a sence in a city street with a lot of people on motorcycles. there are many people on motorcycles on the street in the city
L01_V002,097.jpg,a sence in a group of people standing around a building. there are many people standing outside of a store with motorcycles
L01_V002,098.jpg,a sence in a city with a sign that says the be you. there are many signs on the building that say no hang salon
L01_V002,099.jpg,a sence in a city with a lot of people walking by. there are many people standing outside of a building with a sign
L01_V002,100.jpg,a sence in a city with a lot of people on motorcycles. there are many people standing outside of a building with motorcycles
L01_V002,101.jpg,a sence in a white shirt and tie standing in front of a city. there are a lot of people in this picture that are watching tv
L01_V002,102.jpg,a sence in a red helmet is pulling a rope. there are two people in life jackets and life jackets on a rope
L01_V002,103.jpg,a sence in a video clip of a man falling off a cliff. there are people standing on the rocks near a waterfall
L01_V002,104.jpg,a sence in a red hat is climbing a waterfall. there are two people climbing up a mountain with a waterfall
L01_V002,105.jpg,a sence in a red vest is rapping down a cliff. there are people on a rope that is hanging from a cliff
L01_V002,106.jpg,a sence in a red vest is hanging from a rope. there are two people hanging from a rope in front of a waterfall
L01_V002,107.jpg,a sence in a red shirt is standing in front of a waterfall. there are people standing in front of a waterfall with a red jacket
L01_V002,108.jpg,a sence in a red jacket is climbing a mountain. there are two people in a red vests and a man in a red jacket
L01_V002,109.jpg,a sence in a life jacket is pulled into the water by a rope. there are people on a rope that is hanging over the water
L01_V002,110.jpg,a sence in a blue dress is holding a book. there are a lot of people in this picture that are watching the news
L01_V002,111.jpg,a sence in a blue dress holding a red book. there are a lot of people in this picture that are watching tv
L01_V002,112.jpg,a sence in a brown jacket is standing in front of a wall. there are two women standing in front of a wall
L01_V002,113.jpg,a sence in a city street at night with a red light. there are two police officers on the street with a truck
L01_V002,114.jpg,a sence in a city street at night with a motorcycle parked next to it. there are two motorcycles parked on the side of the street
L01_V002,115.jpg,a sence in a city at night and a man in a green shirt is on the street. there are two pictures of a man and a woman on the street
L01_V002,116.jpg,a sence in a dark room with a scooter and a person on a sidewalk. there are two people on a scooter in a parking garage
L01_V002,117.jpg,a sence in a video clip of a motorcycle parked on the street. there are two motorcycles parked on the side of the street
L01_V002,118.jpg,a sence in a white shirt and tie standing in front of a city. there are a lot of people in this picture that are watching tv
L01_V002,119.jpg,a sence in a white shirt and tie is standing in front of a city. there are a lot of people in this picture that are watching a tv
L01_V002,120.jpg,a sence in a city at night with people standing around. there are many people standing around a group of motorcycles
L01_V002,121.jpg,a sence in a news program is shown with a man working on a building. there are two men working on a building that is being built
L01_V002,122.jpg,a sence in a city at night with a police officer standing next to a motorcycle. there are two men standing outside of a building with a bike
L01_V002,123.jpg,a sence in a city at night with people standing around. there are many people standing around a group of motorcycles
L01_V002,124.jpg,a sence in a green uniform is standing next to a group of people. there are many people standing around a car that is on the road
L01_V002,125.jpg,a sence in a green uniform is helping a man with a shovel. there are two people standing outside of a building with a dog
L01_V002,126.jpg,a sence in a dark room with a flashlight and a person standing in front of a fence. there are two people standing in the dark with a flashlight
L01_V002,127.jpg,"a sence in a blue dress holding a red book in front of a city skyline. there are a lot of news in this picture, including a woman"
L01_V002,128.jpg,a sence in a blue dress holding a red book. there are a lot of news anchors in this picture
L01_V002,129.jpg,a sence in a city with a lot of people on motorcycles. there are many people riding motorcycles on the street in the city
L01_V002,130.jpg,a sence in a city street with cars and a truck. there are cars that are parked on the street in the rain
L01_V002,131.jpg,a sence in a city at night with a van and people. there are people walking down the street at night with cars
L01_V002,132.jpg,a sence in a city with a lot of traffic and people. there are many people on motorcycles and a van on the street
L01_V002,133.jpg,a sence in a city with a lot of people on bikes. there are many people on the street in the city
L01_V002,134.jpg,a sence in a city at night with a lot of traffic. there are many people on motorcycles and cars on the street
L01_V002,135.jpg,a sence in a city at night with a lot of people on motorcycles. there are many people riding motorcycles down the street at night
L01_V002,136.jpg,a sence in a black background with a red circle. there are a lot of dots on the screen in the dark
L01_V002,137.jpg,a sence in a crowded street with people and cameras. there are many people standing around a wall with post it notes
L01_V002,138.jpg,a sence in a news program with a purple ribbon on it. there are many notes pinned to a wall with a purple ribbon
L01_V002,139.jpg,a sence in a kitchen with a pumpkin and a knife. there are two women that are painting a pumpkin in the kitchen
L01_V002,140.jpg,a sence in a news studio with a fake face. there are two women that are posing with a fake face
L01_V002,141.jpg,a sence in a blue dress holding a red book in front of a city skyline. there are a lot of people in the picture that are watching the news
L01_V002,142.jpg,a sence in a blue dress is holding a book. there are a lot of people in this picture that are watching a news program
L01_V002,143.jpg,a sence in a room with post it notes on the wall. there are many post it notes on the wall in the room
L01_V002,144.jpg,a sence in china is trying to end the war with the purple ribbon. there are many notes on the wall with a purple ribbon
L01_V002,145.jpg,"a sence in a newsreel shows a banner with a message. there are two signs on the wall that say let there be love, israel, and hebrew"
L01_V002,146.jpg,a sence in a purple shirt and a black hat is wearing a mask. there are people wearing masks and hats in a crowd
L01_V002,147.jpg,a sence in a concert with a large screen and a band. there are a lot of people that are standing on stage
L01_V002,148.jpg,a sence in a black suit and tie is holding a microphone and a purple ribbon. there are a lot of people that are playing music together
L01_V002,149.jpg,a sence in a black shirt is playing cellos with other people. there are three people that are playing cellos together
L01_V002,150.jpg,a sence in a city street with people walking down it. there are people walking down the street in a city
L01_V002,151.jpg,a sence in a foreign language is displayed on a building. there are a lot of signs on the building that say safety taewon
L01_V002,152.jpg,a sence in a city with a green building and a red banner. there are people walking down the street in front of a building
L01_V002,153.jpg,a sence in a newsreel shows a sign for jack daniels. there are many signs on the side of the building that say jack daniels
L01_V002,154.jpg,a sence in a city with a lot of traffic lights. there are two cameras on a pole above a street
L01_V002,155.jpg,a sence in a city with a lot of people walking down the street. there are people walking down the street in the city
L01_V002,156.jpg,a sence in a white shirt and tie is holding a tablet. there are two people standing in front of a tv screen
L01_V002,157.jpg,a sence in a white shirt and tie is holding a tablet. there are two people that are standing in front of a tv
L01_V002,158.jpg,a sence in a desert area with a woman and a child. there are people walking down a dirt road with a dog
L01_V002,159.jpg,a sence in a river with a man in a pink umbrella. there are two people in the water with an umbrella
L01_V002,160.jpg,a sence in a mexican dress is standing on a road. there are people standing on the side of the road with a giant statue
L01_V002,161.jpg,a sence in a city with a lot of trash and people. there are many people standing around a river with trash
L01_V002,162.jpg,a sence in a stadium with a crowd of people walking around. there are many people walking around in a park with a sky background
L01_V002,163.jpg,a sence in a red dress is performing a stunt on a horse. there are many people standing around a man on a horse
L01_V002,164.jpg,a sence in a crowd of people watching a woman in a cage. there are many people standing around a giant statue of a woman
L01_V002,165.jpg,a sence in a video clip of a woman with a red lanyard. there are two people standing in front of a fence with a camera
L01_V002,166.jpg,a sence in a fake head with a fake eye. there are two fake dolls of a woman with big eyes
L01_V002,167.jpg,a sence in a red shirt is walking down the street. there are many people standing in a fenced area with mountains in the background
L01_V002,168.jpg,a sence in a pink dress is standing on a platform. there are people standing around a woman in a pink dress
L01_V002,169.jpg,a sence in a costume of a warrior with a sword. there are two people in costumes that are standing together
L01_V002,170.jpg,a sence in a headdress looks up at the sky. there are a lot of people that are wearing costumes in the sky
L01_V002,171.jpg,a sence in a red shirt is flying a kite. there are a lot of kites being flown in the sky
L01_V002,172.jpg,a sence in a crowd of people with dreadlocks on their heads. there are many people standing in a crowd at a festival
L01_V002,173.jpg,a sence in a white shirt and tie is holding a tablet. there are a lot of news on this screen with a man in a tie
L01_V002,174.jpg,a sence in a white shirt and tie is holding a cell phone. there are two pictures of a man with a fake baby head
L01_V002,175.jpg,a sence in a white shirt and tie is holding a tablet. there are two people that are on the television screen
L01_V002,176.jpg,a sence in a kitchen with a pumpkin and a woman. there are a woman that is putting something on a pumpkin
L01_V002,177.jpg,a sence in a news program is making a pumpkin. there are a woman painting a pumpkin on a table
L01_V002,178.jpg,a sence in a news program is making a face for a doll. there are a woman that is painting a giant doll
L01_V002,179.jpg,a sence in a black shirt is painting a large head of a woman. there are a woman that is painting a large head of a doll
L01_V002,180.jpg,a sence in a news program is shown with a fake face. there are a lot of fake faces on display in a room
L01_V002,181.jpg,a sence in a news program is shown with a fake head. there are a woman with a fake face on a table
L01_V002,182.jpg,a sence in a black shirt and glasses poses with a giant head. there are two women posing with a giant head of a woman
L01_V002,183.jpg,a sence in a red light with a city in the background. there are red lights on a red wall in a dark room
L01_V002,184.jpg,a sence in a white shirt is staring at the camera. there are two men that are talking to each other
L01_V002,185.jpg,a sence in a white shirt is looking at the camera. there are two people that are on the news in this picture
L01_V002,186.jpg,a sence in a pink shirt looks at the camera. there are a lot of people in this scene that are very close together
L01_V002,187.jpg,a sence in a blue dress is looking at the camera. there are two people that are talking to each other
L01_V002,188.jpg,a sence in a yellow robe is standing next to a woman in a white dress. there are two people standing in a bedroom with a bed
L01_V002,189.jpg,a sence in a yellow shirt is staring at the camera. there are two men that are talking to each other
L01_V002,190.jpg,a sence in a blue shirt is looking at the camera. there are two people that are talking to each other
L01_V002,191.jpg,a sence in a river with boats full of people on it. there are many boats that are floating in the water
L01_V002,192.jpg,a sence in a tv ad for the tv show don be mua xua. there are two men standing next to each other on a tv
L01_V002,193.jpg,a sence in a news studio with a tv screen and a picture of a woman. there are a lot of people on the news set
L01_V002,194.jpg,a sence in a blue dress is holding a tablet and a picture of a woman in a. there are a woman in a blue dress holding a tablet
L01_V002,195.jpg,a sence in a soccer match with a goalie in the middle of the field. there are many people playing soccer on a field in a stadium
L01_V002,196.jpg,a sence in a white uniform is holding a soccer ball. there are two people that are playing soccer on the field
L01_V002,197.jpg,a sence in a stadium with a soccer field and a goalie. there are many people playing soccer on a field in a stadium
L01_V002,198.jpg,a sence in a soccer match with a player about to kick the ball. there are three soccer players on the field playing soccer
L01_V002,199.jpg,a sence in a stadium with a soccer field and a soccer player. there are many people playing soccer on a field in a stadium
L01_V002,200.jpg,a sence in a soccer match with a goalie in the middle of the field. there are many people playing soccer on a field in a stadium
L01_V002,201.jpg,a sence in a stadium with a soccer field and a soccer player. there are many people playing soccer on a field in a stadium
L01_V002,202.jpg,a sence in a soccer match is playing on the field. there are many people playing soccer on a field in a stadium
L01_V002,203.jpg,a sence in a stadium with a soccer field and a soccer player. there are many people playing soccer on a field in a stadium
L01_V002,204.jpg,a sence in a soccer game is playing with a ball. there are two soccer players on the field playing soccer
L01_V002,205.jpg,a sence in a soccer game is playing with the ball. there are many people playing soccer on a field with a red wall
L01_V002,206.jpg,a sence in a news studio with a city in the background. there are two men standing in front of a tv screen
L01_V002,207.jpg,a sence in a news studio with a tv screen and a man and woman. there are two people standing on a news set with a city in the background
L01_V002,208.jpg,a sence in a red vest is standing in front of a building. there are people standing outside of a building at night
L01_V002,209.jpg,a sence in a red dress is seen dancing in a crowd. there are people standing outside of a restaurant at night
L01_V002,210.jpg,a sence in a city street with a police car parked on the side of the road. there are police cars parked on the side of the street
L01_V002,211.jpg,a sence in a city with police tape and a police car. there are police officers standing near a police car on the street
L01_V002,212.jpg,a sence in a city at night with police cars and lights. there are police cars and police tape on the street
L01_V002,213.jpg,a sence in a white shirt is standing in front of a police car. there are police officers standing in front of a police car
L01_V002,214.jpg,a sence in a news studio with a man and a woman. there are two people standing in front of a news set
L01_V002,215.jpg,a sence in a news studio with a man and a woman. there are two people standing on a news set with a city in the background
L01_V002,216.jpg,a sence in a news studio with a man and a woman. there are two people standing on a news set with a city in the background
