folder,frame,caption
L01_V004,064.jpg,a sence in a blue dress is walking on a wooden platform. there are two people standing on a platform with a backpack
L01_V004,065.jpg,a sence in a boat with people on it in a river. there are people in a boat on the water with a man on the side
L01_V004,066.jpg,a sence in a red and white striped background with a red and white sign. there are many red and white signs on a red and white background
L01_V004,067.jpg,a sence in a green shirt sits at a red table with a man in a white shirt. there are three men sitting at a table talking to each other
L01_V004,068.jpg,a sence in a white shirt sitting at a table with a bottle of water. there are two men sitting at a table with water bottles
L01_V004,069.jpg,a sence in a parking lot with a red x sign. there are no cars on the street at night and a red x sign
L01_V004,070.jpg,a sence in a red cross - mark on a screen. there are no images here to provide a caption for
L01_V004,071.jpg,a sence in a white shirt and tie standing in front of a city. there are a lot of people in this picture that are wearing ties
L01_V004,072.jpg,a sence in a white shirt and tie holding a cell phone. there are a lot of people in this picture that are wearing ties
L01_V004,073.jpg,a sence in a white shirt and tie standing in front of a city. there are a lot of people in this picture that are watching tv
L01_V004,074.jpg,a sence in a court room with a group of people standing around. there are many people standing in a room with a man in a green hat
L01_V004,075.jpg,a sence in a blue shirt is standing next to another man. there are two men standing in a room with a microphone
L01_V004,076.jpg,a sence in a blue shirt is speaking into a microphone. there are many men in uniform standing in front of a microphone
L01_V004,077.jpg,a sence in a church with a group of people sitting in chairs. there are many people sitting in a church together
L01_V004,078.jpg,a sence in blue uniforms standing in front of a podium with a microphone. there are many men in blue uniforms standing in a room
L01_V004,079.jpg,a sence in a blue shirt is speaking into a microphone. there are two men in uniform standing next to each other
L01_V004,080.jpg,a sence in a meeting room with a group of men sitting at a table. there are many men sitting at a table with a laptop
L01_V004,081.jpg,a sence in a court room with a group of people. there are many people in uniform standing in a courtroom
L01_V004,082.jpg,a sence in a meeting room with a microphone and a screen. there are many people sitting at a table with microphones
L01_V004,083.jpg,a sence in blue uniform standing in front of a microphone. there are many men in uniform standing in front of a microphone
L01_V004,084.jpg,a sence in blue shirt standing in front of a microphone. there are men in uniform standing in front of a microphone
L01_V004,085.jpg,a sence in a court room with a man standing at a podium. there are many people sitting in a courtroom watching a man speak
L01_V004,086.jpg,a sence in a white suit is holding a tablet. there are a lot of people in this picture that are watching tv
L01_V004,087.jpg,a sence in a white suit is holding a tablet. there are a lot of people in this picture that are on the news
L01_V004,088.jpg,a sence in a meeting room with a man sitting at a table. there are two men sitting at a table talking to each other
L01_V004,089.jpg,a sence in a white shirt sitting at a table with a bottle of water. there are two men sitting at a table with water bottles
L01_V004,090.jpg,a sence in a meeting room with a man in a military uniform. there are three men sitting at a table with a laptop
L01_V004,091.jpg,a sence in a military uniform sitting at a table with other men. there are three men sitting at a table talking to each other
L01_V004,092.jpg,a sence in a green shirt is sitting at a table. there are two men sitting at a table talking to each other
L01_V004,093.jpg,a sence in a white shirt sitting on a red couch. there are two men sitting on a couch talking to each other
L01_V004,094.jpg,a sence in a military uniform writing on a piece of paper. there are two men sitting at a table writing on paper
L01_V004,095.jpg,a sence in a red table with a gun and a bullet. there are two guns on the table with a bullet in the background
L01_V004,096.jpg,a sence in a white shirt sitting at a table with a bottle of water. there are two men sitting at a table with a bottle of water
L01_V004,097.jpg,a sence in a white shirt and tie is holding a tablet. there are two men in a picture with a city in the background
L01_V004,098.jpg,a sence in a white shirt and tie standing in front of a city. there are a lot of people in this picture that are watching tv
L01_V004,099.jpg,a sence in a white shirt and tie standing in front of a city. there are a lot of people in this picture that are watching tv
L01_V004,100.jpg,a sence in a turban is seen walking down the street. there are people walking down the street with a man on a motorcycle
L01_V004,101.jpg,a sence in a restaurant with a man in a white shirt. there are people standing in a room with a tv screen
L01_V004,102.jpg,a sence in a restaurant with a man standing in front of a window. there are people standing in a room with a tv screen
L01_V004,103.jpg,a sence in a police uniform is seen walking through a building. there are two police officers standing outside of a building
L01_V004,104.jpg,a sence in a restaurant is seen in this image. there are two men standing in a room with a table
L01_V004,105.jpg,a sence in a white shirt and a red hat is standing in front of a glass door. there are two men standing in front of a door with a hat on
L01_V004,106.jpg,a sence in a hat is standing in front of a door. there are two men standing outside of a house with a hat on
L01_V004,107.jpg,a sence in a white suit is holding a tablet. there are a lot of people in this picture that are on the news
L01_V004,108.jpg,a sence in a white suit is standing in front of a city. there are a lot of people in this picture that are watching tv
L01_V004,109.jpg,a sence in a white suit holding a red book. there are a lot of people in this picture are watching a news program
L01_V004,110.jpg,a sence in a video posted on a cell phone shows a red x sign. there are two red crosses on the street at night
L01_V004,111.jpg,a sence in a news program with a red x sign. there are no cars on the street at this time of day
L01_V004,112.jpg,a sence in a red cross sign is shown in a blurry photo. there are no images here to provide a caption for
L01_V004,113.jpg,a sence in a city with a lot of cars parked in front of it. there are two buildings that are next to each other on the street
L01_V004,114.jpg,a sence in a video clip of a man on a cell phone. there are two screens showing a man in a suit and a woman in a red dress
L01_V004,115.jpg,a sence in a news program on a tv screen. there are two texts on the screen of a computer screen
L01_V004,116.jpg,a sence in a car with a chicken on the side of it. there are a lot of stickers on the side of a truck
L01_V004,117.jpg,a sence in a black shirt sitting at a desk with a computer. there are two men sitting at a table with a computer
L01_V004,118.jpg,a sence in a news program with a man with a black hair. there are a lot of people that are looking at the camera
L01_V004,119.jpg,a sence in a red x sign is shown on a street. there are two people standing in front of a christmas tree
L01_V004,120.jpg,a sence in a classroom with a red x sign on the table. there are a lot of people sitting at a table with a red x
L01_V004,121.jpg,a sence in a meeting room with two boys sitting at a table. there are three boys sitting at a table with their hands on their head
L01_V004,122.jpg,a sence in a uniform and a police officer stand in front of a building. there are two police officers standing next to each other
L01_V004,123.jpg,a sence in a white shirt and tie holding a cell phone. there are a lot of people in this picture that are watching tv
L01_V004,124.jpg,a sence in a white shirt and tie is holding a tablet. there are a lot of people in this picture that are watching tv
L01_V004,125.jpg,a sence in a village with a sign advertising a wedding. there are two billboards on the side of a building
L01_V004,126.jpg,a sence in a shop with a man standing next to a woman. there are two men standing in a room with a large vase
L01_V004,127.jpg,a sence in a shop with a man in a suit and a woman in a black jacket. there are people standing in a store looking at items
L01_V004,128.jpg,a sence in a public bathroom with a broken toilet. there are two urinals on the ground with a person standing next to them
L01_V004,129.jpg,a sence in a video clip of a person holding a tennis racket. there are two pictures of a person standing on the sidewalk
L01_V004,130.jpg,a sence in a room with a lot of vases and other items. there are people standing in a room with vases and other items
L01_V004,131.jpg,a sence in a garden with many pots and plants. there are many pots that are sitting on the ground
L01_V004,132.jpg,a sence in a shop selling pottery and other decorative items. there are many vases that are sitting on a shelf
L01_V004,133.jpg,a sence in a store with a lot of vases on display. there are many vases that are stacked on top of each other
L01_V004,134.jpg,a sence in a room with a lot of different vases and a table. there are many different vases and other decorative items on the table
L01_V004,135.jpg,a sence in a room with a lot of vases and a window. there are many vases that are sitting on a table
L01_V004,136.jpg,a sence in a city at night with a car and a man. there are two men standing next to each other on a street
L01_V004,137.jpg,a sence in a black background with a red and blue sphere. there are a lot of red and black dots on a black background
L01_V004,138.jpg,a sence in a red and white striped background with a red and white sign. there are many red and white objects on a red and white background
L01_V004,139.jpg,a sence in uniform stands in front of a line of soldiers. there are many soldiers standing in line with a penguin
L01_V004,140.jpg,a sence in a suit and tie is presenting a certificate to a man. there are two men in suits holding a plaque in front of a fountain
L01_V004,141.jpg,a sence in scrubs is standing in a store. there are two men in scrub suits standing in a store
L01_V004,142.jpg,a sence in a hospital room preparing food for a patient. there are a man in scrubs standing in a room
L01_V004,143.jpg,a sence in a red light with a red background. there are two people standing in front of a red light
L01_V004,144.jpg,a sence in a news studio with a man and a woman. there are two people standing on a news set with a city in the background
L01_V004,145.jpg,a sence in a news studio with a tv screen showing a picture of a woman. there are two television screens with a woman on the screen
L01_V004,146.jpg,a sence in the sand with a dead seal on the beach. there are a lot of sea lions on the beach and one is dead
L01_V004,147.jpg,a sence in protective gear standing next to a bull in the sand. there are two people in white suits standing in front of a bull
L01_V004,148.jpg,a sence in a white coat and black hat is talking to a reporter. there are a lot of people that are standing in the water
L01_V004,149.jpg,a sence in a white suit is walking next to a cow. there are two people in white suits walking around a cow
L01_V004,150.jpg,a sence in a white suit is standing next to a bulldozer. there are two men standing in front of a bulldozer
L01_V004,151.jpg,"a sence in a news program, a dead seal lies on the beach. there are a lot of waves coming in to the beach"
L01_V004,152.jpg,"a sence in the fog, a lifeguard stand is in the foreground. there are people walking on the beach in the fog"
L01_V004,153.jpg,a sence in a news program with a picture of a woman holding a tablet. there are a lot of news on this screen with a woman holding a tablet
L01_V004,154.jpg,a sence in a white suit holding a red book. there are a woman holding a red book in front of a picture of a city
L01_V004,155.jpg,a sence in a news program with a picture of a woman holding a tablet. there are a lot of news on this tv with a woman
L01_V004,156.jpg,a sence in uniform standing in a line with other uniformed men. there are many men in uniform standing in a line
L01_V004,157.jpg,a sence in uniform standing in front of a line of soldiers. there are many people in uniform standing in a line
L01_V004,158.jpg,a sence in uniform walking past a group of soldiers. there are a lot of people that are standing in line
L01_V004,159.jpg,a sence in a suit and tie is holding a plaque. there are two men standing next to each other holding a plaque
L01_V004,160.jpg,a sence in uniform standing next to a penguin in a zoo. there are people standing around a penguin in a zoo
L01_V004,161.jpg,a sence in a suit shaking hands with a penguin. there are people that are standing around a penguin in a zoo
L01_V004,162.jpg,a sence in a military uniform bends down to pet a dog. there are many people standing around a man with a dog
L01_V004,163.jpg,"a sence in 2008, he was granted a knighthood by the police. there are people standing around talking to each other on the sidewalk"
L01_V004,164.jpg,a sence in uniform walking down a street with a group of people. there are many people walking down the street with umbrellas
L01_V004,165.jpg,"a sence in 202, sir nis o'jays was promoted to. there are many people standing on a bridge watching a parade"
L01_V004,166.jpg,a sence in uniform walking down a walkway with a crowd of people. there are many people watching a man in uniform walking down the street
L01_V004,167.jpg,a sence in uniform helping a man with a bag. there are two men that are kneeling down to help a man
L01_V004,168.jpg,a sence in a news program with a penguin wearing a crown. there are a lot of penguins that are standing together
L01_V004,169.jpg,a sence in a black jacket is petting a penguin. there are two penguins that are standing next to a man
L01_V004,170.jpg,a sence in a white suit holding a tablet computer. there are a woman holding a tablet computer in front of a tv
L01_V004,171.jpg,a sence in a white suit is holding a book and a flower. there are a woman standing in front of a tv screen
L01_V004,172.jpg,a sence in a white suit holding a red book. there are two pictures of a woman holding a book in front of a city
L01_V004,173.jpg,a sence in a museum with a poster on the wall. there are posters on the wall of a building advertising a concert
L01_V004,174.jpg,a sence in a museum with a wall with a painting on it. there are many pictures on the wall of a museum with a woman
L01_V004,175.jpg,a sence in a suit is standing in front of a painting. there are a man in a suit standing in front of a painting
L01_V004,176.jpg,a sence in a museum with posters on the wall. there are many posters on the wall of a museum with a clock
L01_V004,177.jpg,a sence in a museum with a large poster on the wall. there are posters on the wall of a museum with a woman in a boat
L01_V004,178.jpg,a sence in a museum with a chair and a quote on the wall. there are a few chairs in a room with a wall with a quote
L01_V004,179.jpg,a sence in a hallway with posters on the wall. there are posters on the wall of a museum with a blue background
L01_V004,180.jpg,a sence in a museum with a picture of a man wearing a gas mask. there are two pictures of a man with a gas mask on
L01_V004,181.jpg,a sence in a museum with a display of posters and a poster. there are posters on the wall of a museum with a blue background
L01_V004,182.jpg,a sence in a white shirt and tie is holding a tablet. there are a lot of people in this picture that are watching tv
L01_V004,183.jpg,a sence in a white shirt and tie standing in front of a city. there are a lot of people in this picture that are watching tv
L01_V004,184.jpg,a sence in a hospital room holding a box of medicine. there are two men in a store holding up boxes of food
L01_V004,185.jpg,a sence in a white coat and pink hat is standing in a room. there are a man in a white coat and a pink hat
L01_V004,186.jpg,a sence in a room with a bunch of books on the wall. there are many different types of books on the wall
L01_V004,187.jpg,a sence in a store with a lot of toys on the shelves. there are many different toys on display in a store
L01_V004,188.jpg,a sence in a pile of toothpaste and toothpaste products. there are many toothpaste products on the tv screen
L01_V004,189.jpg,a sence in a box with a lot of white paper. there are a lot of rolls of doughnuts in a box
L01_V004,190.jpg,a sence in a person's hand holding a tube of toothpaste. there are two hands holding a tube of toothpaste
L01_V004,191.jpg,a sence in a bathroom with toothpaste and tooth paste. there are toothpaste and tooth pastes on a shelf
L01_V004,192.jpg,a sence in a store with a sign that says world's largest toothpaste collection. there are many different types of toothpaste in this store
L01_V004,193.jpg,a sence in a pharmacy office with a door open. there are many shelves of medicine and other medical supplies in this room
L01_V004,194.jpg,a sence in a white suit is holding a folder and a tv screen. there are a lot of news on this day that is going on
L01_V004,195.jpg,a sence in a white suit is holding a tablet. there are a lot of news on this screen with a woman holding a tablet
L01_V004,196.jpg,a sence in a large room with a large screen displaying information. there are many people sitting at tables in a large room
L01_V004,197.jpg,a sence in a large room with a lot of people. there are many people sitting in the chairs in the room
L01_V004,198.jpg,a sence in a large room with a big screen. there are many people sitting in the room watching a man speak
L01_V004,199.jpg,a sence in italian language on a screen displaying the results. there are many different numbers of names on the screen
L01_V004,200.jpg,a sence in a large room with a large screen displaying a number of people. there are many people sitting at tables in a large room
L01_V004,201.jpg,a sence in italian language is shown on a screen. there are many different languages and numbers on this screen
L01_V004,202.jpg,a sence in a meeting room with a man on a cell phone. there are two men sitting at a table with laptops
L01_V004,203.jpg,a sence in a large room with a big screen displaying a speech. there are many people sitting in the chairs in the room
L01_V004,204.jpg,a sence in a large room with a podium and a crowd of people. there are many people sitting in the seats of a large room
L01_V004,205.jpg,a sence in a large room with a lot of people. there are many people sitting in the middle of a room
L01_V004,206.jpg,a sence in a large room with a podium and a screen. there are many people sitting at tables in a large room
L01_V004,207.jpg,a sence in a large room with a large screen and a podium. there are many people sitting at tables in a large room
L01_V004,208.jpg,a sence in a suit and tie sitting at a table with a laptop. there are two men sitting at a table with laptops
L01_V004,209.jpg,a sence in a suit and tie sitting at a table with a clock. there are two men sitting at a table with a clock on it
L01_V004,210.jpg,a sence in a suit and tie sitting at a table with a cell phone. there are two people taking pictures of a man in a suit
L01_V004,211.jpg,a sence in a suit and tie standing in front of a podium with other men. there are many people standing behind a podium with flags behind them
L01_V004,212.jpg,a sence in a suit and tie standing at a podium with other men. there are many men standing behind a podium with their hands up
L01_V004,213.jpg,a sence in a news studio with a city in the background. there are a woman standing in front of a news set
L01_V004,214.jpg,a sence in a news studio with a man and a woman. there are two people standing on a news set with a city in the background
L01_V004,215.jpg,a sence in a news studio with a tv screen and a man and woman. there are two people standing on a news set with a city in the background
